crew_id,Name,Age,Embarked,Position,Crew_Type,Survived,sección_id,Gender
94,"Crafter, Mr. Frederick",27,Southampton,Saloon Steward,Victualling,,,male
95,"Crawford, Mr. Alfred",36,Belfast,Bedroom Steward,Victualling,,,male
96,"Crisp, Mr. Albert Hector",35,Belfast,Saloon Steward,Victualling,,,male
97,"Crispin, Mr. William",32,Southampton,Glory Hole Steward,Victualling,,,male
98,"Crosby, Mr. J. Bertram",42,Southampton,Turkish Bath Attendant,Victualling,,,male
99,"Crowe, Mr. George Frederick",30,Southampton,Saloon Steward,Victualling,,,male
100,"Crumplin, Mr. Charles",35,Belfast,Bedroom Steward,Victualling,,,male
101,"Cullen, Mr. Charles",45,Belfast,Bedroom Steward,Victualling,,,male
102,"Cunningham, Mr. Andrew",35,Belfast,Bedroom Steward,Victualling,,,male
103,"Daniels, Mr. Sidney Edward",18,Southampton,Steward,Victualling,,,male
104,"Dashwood, Mr. William George",19,Southampton,Saloon Steward,Victualling,,,male
105,"Davies, Mr. Gordon Raleigh",33,Belfast,Bedroom Steward,Victualling,,,male
106,"Davies, Mr. John James",27,Belfast,Extra 2nd Baker,Victualling,,,male
107,"Davies, Mr. Robert J.",26,Belfast,Saloon Steward,Victualling,,,male
108,"Dean, Mr. George H.",19,Southampton,Assistant Saloon Steward,Victualling,,,male
109,"Deeble, Mr. Alfred Arnold",29,Belfast,Saloon Steward,Victualling,,,male
110,"Derrett, Mr. Albert",26,Belfast,Saloon Steward,Victualling,,,male
111,"Deslands, Mr. Percival Stainer",36,Southampton,Saloon Steward,Victualling,,,male
112,"Desvernine, Mr. Louis Gabriel",20,Southampton,Assistant Pastry Cook,Victualling,,,male
113,"Dinenage, Mr. James Richard",47,Southampton,Saloon Steward,Victualling,,,male
114,"Dodd, Mr. George Charles",44,Belfast,Steward,Victualling,,,male
115,"Dolby, Mr. Joseph",36,Belfast,Reception Room Steward,Victualling,,,male
116,"Donoghue, Mr. Frank",35,Belfast,Bedroom Steward,Victualling,,,male
117,"Doughty, Mr. W.",22,Southampton,Saloon Steward,Victualling,,,male
118,"Dunford, Mr. William",41,Southampton,Hospital Steward,Victualling,,,male
119,"Dyer, Mr. William",31,Southampton,Saloon Steward,Victualling,,,male
120,"Edbrooke, Mr. F.",24,Southampton,Steward,Victualling,,,male
121,"Ede, Mr. George B.",22,Southampton,Steward,Victualling,,,male
122,"Edge, Mr. Frederick William",37,Southampton,Deck Steward,Victualling,,,male
123,"Edwards, Mr. Clement",38,Southampton,Assistant Pantryman Steward,Victualling,,,male
124,"Egg, Mr. W.H.",34,Southampton,Steward,Victualling,,,male
125,"Ellis, Mr. John Bertram",30,Southampton,Assistant Vegetable Cook,Victualling,,,male
126,"Ennis, Mr. Walter",35,Southampton,Turkish Bath Attendant,Victualling,,,male
127,"Etches, Mr. Henry Samuel",41,Belfast,Bedroom Steward,Victualling,,,male
128,"Evans, Mr. George Richard",32,Belfast,Saloon Steward,Victualling,,,male
129,"Fairall, Mr. Henry",38,Belfast,Saloon Steward,Victualling,,,male
130,"Farrenden, Mr. Ernest John",32,Belfast,Confectioner,Victualling,,,male
131,"Faulkner, Mr. William Stephen",37,Belfast,Bedroom Steward,Victualling,,,male
132,"Fellowes, Mr. Alfred J.",29,Belfast,Boots,Victualling,,,male
133,"Feltham, Mr. G.",36,Southampton,Vienna Baker,Victualling,,,male
134,"Finch, Mr. Harry",18,Southampton,Steward,Victualling,,,male
135,"Fletcher, Mr. Peter W.",26,Belfast,Bugler Steward,Victualling,,,male
136,"Foley, Mr. William C.",26,Southampton,Steward,Victualling,,,male
137,"Ford, Mr. Ernest",32,Southampton,Steward,Victualling,,,male
138,"Ford, Mr. F.",37,Southampton,Bedroom Steward,Victualling,,,male
139,"Fox, Mr. William Thomas",27,Southampton,Steward,Victualling,,,male
140,"Franklin, Mr. Alan Vincent",29,Southampton,Saloon Steward,Victualling,,,male
141,"Freeman, Mr. Ernest Edward Samuel",43,Belfast,Deck Steward,Victualling,,,male
142,"Geddes, Mr. Richard Charles",31,Southampton,Bedroom Steward,Victualling,,,male
143,"Gibbons, Mr. Jacob William",36,Southampton,Saloon Steward,Victualling,,,male
144,"Giles, Mr. John Robert",30,Southampton,Baker,Victualling,,,male
145,"Gill, Mr. Joseph Stanley",34,Belfast,Bedroom Steward,Victualling,,,male
146,"Gill, Mr. Patrick",38,Southampton,Ship's Cook,Victualling,,,male
147,"Gold, Mrs. Katherine (nÃ©e Cook)",42,Southampton,Stewardess,Victualling,,,female
148,"Gollop, Mr. F.",28,Southampton,Assistant Passage Cook,Victualling,,,male
149,"Goshawk, Mr. Arthur James",31,Belfast,3rd Saloon Steward,Victualling,,,male
150,"Gregson, Miss Mary",44,Southampton,Stewardess,Victualling,,,female
151,"Gunn, Mr. Joseph Alfred",28,Southampton,Assistant Saloon Steward,Victualling,,,male
152,"Guy, Mr. Edward John",28,Southampton,Boots,Victualling,,,male
153,"Halford, Mr. Richard",22,Southampton,Steward,Victualling,,,male
154,"Hall, Mr. F.A.J.",38,Southampton,Scullion,Victualling,,,male
155,"Hamblyn, Mr. Ernest William",41,Southampton,Bedroom Steward,Victualling,,,male
